canonical_name,all_variants,geo_key,source_provenance,cluster_size,target_classification
Twist on Classic,Twist on Classic,"45.4519,9.1761",comune|osm,2,TARGET
Amico Bar Tabacchi,Amico Bar Tabacchi,"45.4904,9.2301",comune|osm,2,TARGET
Barrio's Cafe,Barrio's Cafe,"45.4322,9.1494",comune|osm,2,TARGET
Bar Bah,Bar Bah,"45.4890,9.1872",comune|osm,2,TARGET
Chiringuito,Chiringuito,"45.4804,9.1279",comune|osm,2,TARGET
Paninoteca,Paninoteca,"45.4940,9.1884",comune|osm,2,TARGET
Porko Puerko,Porko Puerko,"45.4964,9.2473",comune|osm,2,TARGET
Biffi,Biffi,"45.4836,9.1812",comune|osm,2,TARGET
Papeete,Papeete,"45.4435,9.1753",comune|osm,2,TARGET
Argonne Café,Argonne Café,"45.4685,9.2311",comune|osm,2,TARGET
Madison Music Hall,Madison Music Hall,"45.4975,9.1378",comune|osm,2,TARGET
Tom & Jerry Restaurant Bar,Tom & Jerry Restaurant Bar,"45.4997,9.1388",comune|osm,2,TARGET
Nidaba Theatre,Nidaba Theatre,"45.4490,9.1756",comune|osm,2,TARGET
Bar Bilancia,Bar Bilancia,"45.4943,9.1463",comune|osm,2,TARGET
Mondo Bar,Mondo Bar,"45.4983,9.1442",comune|osm,2,TARGET
Metropolis,Metropolis,"45.4812,9.1991",comune|osm,2,TARGET
Sloan Square,Sloan Square,"45.4682,9.1779",comune|osm,2,TARGET
I Mas!,I Mas!,"45.4520,9.1765",comune|osm,2,TARGET
Quadrell,Quadrell,"45.4516,9.1746",comune|osm,2,TARGET
Opera 33,Opera 33,"45.4896,9.1831",comune|osm,2,TARGET
Happy Bar,Happy Bar,"45.4658,9.1775",comune|osm,2,TARGET
Selz,Selz,"45.4802,9.2192",comune|osm,2,TARGET
Bar Sorriso,Bar Sorriso,"45.4950,9.1429",comune|osm,2,TARGET
Caffè Corridoni,Caffè Corridoni,"45.4634,9.2034",comune|osm,2,TARGET
Caffe' Jesi,Caffe' Jesi,"45.4664,9.2318",comune|osm,2,TARGET
Pandy e Mucca,Pandy e Mucca,"45.4548,9.2091",comune|osm,2,TARGET
La Gintoneria di Davide,La Gintoneria di Davide,"45.5045,9.2088",comune|osm,2,TARGET
Movidas,Movidas,"45.4788,9.1854",comune|osm,2,TARGET
Bar al posto giusto,Bar al posto giusto,"45.4757,9.2211",comune|osm,2,TARGET
Bar Vega,Bar Vega,"45.5012,9.1987",comune|osm,2,TARGET
Zhizun Pub,Zhizun Pub,"45.4914,9.1847",comune|osm,2,TARGET
Afterline,Afterline,"45.4890,9.2056",comune|osm,2,TARGET
Peter Bar,Peter Bar,"45.4776,9.1933",comune|osm,2,TARGET
Bar Lucania,Bar Lucania,"45.4415,9.2238",comune|osm,2,TARGET
Ralph's,Ralph's,"45.4578,9.1807",comune|osm,2,TARGET
Zero Due,Zero Due,"45.4528,9.1498",comune|osm,2,TARGET
Waiting Bar,Waiting Bar,"45.4920,9.1844",comune|osm,2,TARGET
The wall,The wall,"45.4875,9.2358",comune|osm,2,TARGET
The Club,The Club,"45.4775,9.1841",comune|osm,2,TARGET
Pineta Milano,Pineta Milano,"45.4862,9.1739",comune|osm,2,TARGET
Il Secco,Il Secco,"45.4503,9.1697",comune|osm,2,TARGET
The White Flag,The White Flag,"45.4446,9.2105",comune|osm,2,TARGET
Bar Bianco,Bar Bianco,"45.4744,9.2017",comune|osm,2,TARGET
The English Football Pub,The English Football Pub,"45.4620,9.1854",comune|osm,2,TARGET
La Cantinetta,La Cantinetta,"45.4466,9.1770",comune|osm,2,TARGET
Snoopy Bar,Snoopy Bar,"45.5205,9.2255",comune|osm,2,TARGET
Mag Cafè,Mag Cafè,"45.4513,9.1734",comune|osm,2,TARGET
Nuhar Cafè,Nuhar Cafè,"45.4791,9.2062",comune|osm,2,TARGET
Green bar,Green bar,"45.4371,9.1646",comune|osm,2,TARGET
Fonderie Milanesi,Fonderie Milanesi,"45.4507,9.1842",comune|osm,2,TARGET
TPR,TPR,"45.4510,9.1842",comune|osm,2,TARGET
Cream Lounge,Cream Lounge,"45.4766,9.1709",comune|osm,2,TARGET
Rocket,Rocket,"45.4497,9.1613",comune|osm,2,TARGET
La Guantanamera,La Guantanamera,"45.4424,9.1342",comune|osm,2,TARGET
Cafè Clubino,Cafè Clubino,"45.4524,9.1848",comune|osm,2,TARGET
Amnesia,Amnesia,"45.4630,9.2405",comune|osm,2,TARGET
Black Bull,Black Bull,"45.4935,9.1435",comune|osm,2,TARGET
Il bar Milano,Il bar Milano,"45.4649,9.1918",comune|osm,2,TARGET
Spago Bar,Spago Bar,"45.5024,9.1538",comune|osm,2,TARGET
Café Etniko,Café Etniko,"45.4777,9.1777",comune|osm,2,TARGET
Bim Bum Bar,Bim Bum Bar,"45.4398,9.1997",comune|osm,2,TARGET
Block,Block,"45.4824,9.1866",comune|osm,2,TARGET
Ricos Bar Tabacchi,Ricos Bar Tabacchi,"45.4916,9.1478",comune|osm,2,TARGET
Circle,Circle,"45.4533,9.1596",comune|osm,2,TARGET
Sheraton Diana Majestic,Sheraton Diana Majestic,"45.4738,9.2068",comune|osm,2,TARGET
Torrefazione Sant Teresita,Torrefazione Sant Teresita,"45.4404,9.2228",comune|osm,2,TARGET
caffe Zanzibar,caffe Zanzibar,"45.5203,9.2268",comune|osm,2,TARGET
Bar Flash,Bar Flash,"45.5207,9.2248",comune|osm,2,TARGET
Gran bar,Gran bar,"45.5199,9.2232",comune|osm,2,TARGET
Bibendum Baladin,Bibendum Baladin,"45.4715,9.2145",comune|osm,2,TARGET
Nottingham Forest,Nottingham Forest,"45.4687,9.2067",comune|osm,2,TARGET
Beda House,Beda House,"45.4966,9.1923",comune|osm,2,TARGET
Bar Oasi,Bar Oasi,"45.5005,9.1978",comune|osm,2,TARGET
The Botanical Club,The Botanical Club,"45.4511,9.1614",comune|osm,2,TARGET
Baia Disco Club,Baia Disco Club,"45.4966,9.2176",comune|osm,2,TARGET
Panino Geb,Panino Geb,"45.4710,9.2285",comune|osm,2,TARGET
Fabrique,Fabrique,"45.4521,9.2523",comune|osm,2,TARGET
La Terrazza Aperol,La Terrazza Aperol,"45.4650,9.1903",comune|osm,2,TARGET
Ligh Lime,Ligh Lime,"45.4445,9.2162",comune|osm,2,TARGET
Bar Oratorio San Carlo,Bar Oratorio San Carlo,"45.4699,9.2369",comune|osm,2,TARGET
Radio Rooftop Bar,Radio Rooftop Bar,"45.4796,9.1957",comune|osm,2,TARGET
Roxy Bar,Roxy Bar,"45.5136,9.1701",comune|osm,2,TARGET
Vinodromo,Vinodromo,"45.4504,9.1949",comune|osm,2,TARGET
Tunnel Club,Tunnel Club,"45.4922,9.2090",comune|osm,2,TARGET
Meeting,Meeting,"45.4810,9.1444",comune|osm,2,TARGET
Bar Felice,Bar Felice,"45.4784,9.1755",comune|osm,2,TARGET
Ittolittos,Ittolittos,"45.4405,9.1461",comune|osm,2,TARGET
Coffe house,Coffe house,"45.4309,9.2459",comune|osm,2,TARGET
Sant Eufemia,Sant Eufemia,"45.4576,9.1901",comune|osm,2,TARGET
The Babylon,The Babylon,"45.5130,9.1607",comune|osm,2,TARGET
Euro Jolly,Euro Jolly,"45.4540,9.1711",comune|osm,2,TARGET
Extasià,Extasià,"45.4635,9.1985",comune|osm,2,TARGET
District 272,District 272,"45.5076,9.2453",comune|osm,2,TARGET
Bob Milano,Bob Milano,"45.4893,9.1892",comune|osm,2,TARGET
La Messicana,La Messicana,"45.4879,9.1915",comune|osm,2,TARGET
Cafè Gorille,Cafè Gorille,"45.4856,9.1916",comune|osm,2,TARGET
Iter,Iter,"45.4512,9.1744",comune|osm,2,TARGET
Volt Club,Volt Club,"45.4569,9.1841",comune|osm,2,TARGET
Tucano,Tucano,"45.4332,9.2021",comune|osm,2,TARGET
Legend Club,Legend Club,"45.5162,9.1794",comune|osm,2,TARGET
Madison,Madison,"45.4508,9.1993",comune|osm,2,TARGET
Octopus,Octopus,"45.4440,9.1522",comune|osm,2,TARGET
L'artista,L'artista,"45.4507,9.2234",comune|osm,2,TARGET
Il Giò,Il Giò,"45.4772,9.1939",comune|osm,2,TARGET
Circolo Arci Biko,Circolo Arci Biko,"45.4421,9.1538",comune|osm,2,TARGET
Apollo,Apollo,"45.4473,9.1747",comune|osm,2,TARGET
Gipsy,Gipsy,"45.4795,9.2376",comune|osm,2,TARGET
Club Plastic,Club Plastic,"45.4381,9.2061",comune|osm,2,TARGET
rebelot,rebelot,"45.4989,9.1815",comune|osm,2,TARGET
Sun Garden Bar,Sun Garden Bar,"45.5039,9.1764",comune|osm,2,TARGET
Bar Tabaccheria Da Sario,Bar Tabaccheria Da Sario,"45.4492,9.2186",comune|osm,2,TARGET
Foca Loca,Foca Loca,"45.4613,9.1915",comune|osm,2,TARGET
Kubik,Kubik,"45.4571,9.2051",comune|osm,2,TARGET
Bar Oscar,Bar Oscar,"45.4862,9.2421",comune|osm,2,TARGET
Caffetteria 2000,Caffetteria 2000,"45.4957,9.1471",comune|osm,2,TARGET
Bar Ros,Bar Ros,"45.4711,9.1563",comune|osm,2,TARGET
Crazy Patrick’s,Crazy Patrick’s,"45.4585,9.2461",comune|osm,2,TARGET
Bambù club,Bambù club,"45.4880,9.2189",comune|osm,2,TARGET
Tin,Tin,"45.4918,9.2138",comune|osm,2,TARGET
Chiosco,Chiosco,"45.4810,9.1066",comune|osm,2,TARGET
Bestia,Bestia,"45.4831,9.2302",comune|osm,2,TARGET
Dolphin,Dolphin,"45.4868,9.2178",comune|osm,2,TARGET
Pub The Drouthy Duck,Pub The Drouthy Duck,"45.4373,9.1520",comune|osm,2,TARGET
10gradinord,10gradinord,"45.4440,9.1544",comune|osm,2,TARGET
Bar Atlantic,Bar Atlantic,"45.4445,9.1630",comune|osm,2,TARGET
Frau,Frau,"45.4472,9.1274",comune|osm,2,TARGET
Capitano,Capitano,"45.4492,9.1776",comune|osm,2,TARGET
Diapa5on,Diapa5on,"45.4494,9.1776",comune|osm,2,TARGET
MOBA,MOBA,"45.4764,9.2250",comune|osm,2,TARGET
LibrOsteria,LibrOsteria,"45.4785,9.1777",comune|osm,2,TARGET
Bar Biella,Bar Biella,"45.4383,9.1550",comune|osm,2,TARGET
Vesta,Vesta,"45.4721,9.1870",comune|osm,2,TARGET
Mathilda Cafe,Mathilda Cafe,"45.4880,9.1706",comune|osm,2,TARGET
Pura Vida,Pura Vida,"45.4385,9.2302",comune|osm,2,TARGET
Bar Nievo,Bar Nievo,"45.4940,9.1446",comune|osm,2,TARGET
I Beerbanti,I Beerbanti,"45.4537,9.1577",comune|osm,2,TARGET
GEB,GEB,"45.4922,9.1886",comune|osm,2,TARGET
Luma,Luma,"45.4896,9.1889",comune|osm,2,TARGET
Anarres,Anarres,"45.4930,9.2208",comune|osm,2,TARGET
Giardino,Giardino,"45.4572,9.1904",comune|osm,2,TARGET
ToastEat,ToastEat,"45.4054,9.1619",comune|osm,2,TARGET
Fuori Luogo,Fuori Luogo,"45.4930,9.1853",comune|osm,2,TARGET
Bar Taita,Bar Taita,"45.4729,9.2352",comune|osm,2,TARGET
Castle Rock Cafè,Castle Rock Cafè,"45.5146,9.1156",comune|osm,2,TARGET
Rizla,Rizla,"45.4575,9.1808",comune|osm,2,TARGET
PANGU cocktail enoteca& musica,PANGU cocktail enoteca& musica,"45.4895,9.1893",comune|osm,2,TARGET
Et pourqoui pas?,Et pourqoui pas?,"45.4493,9.2110",comune|osm,2,TARGET
Bottini,Bottini,"45.4579,9.1806",comune|osm,2,TARGET
Larga 8,Larga 8,"45.4424,9.1791",comune|osm,2,TARGET
41 Wine Bar,41 Wine Bar,"45.4881,9.1910",comune|osm,2,TARGET
Bar Family,Bar Family,"45.5161,9.1553",comune|osm,2,TARGET
Magazzini Generali,Magazzini Generali,"45.4441,9.1953",comune|osm,2,TARGET
Daisy American Garden,Daisy American Garden,"45.4498,9.1678",comune|osm,2,TARGET
Villa Occupata,Villa Occupata,"45.5226,9.1574",comune|osm,2,TARGET
Saloon of the Artists,Saloon of the Artists,"45.4820,9.1773",comune|osm,2,TARGET
DRK Milano,DRK Milano,"45.4974,9.2221",comune|osm,2,TARGET
Bar Friends,Bar Friends,"45.5141,9.1762",comune|osm,2,TARGET
AgroRistoro,AgroRistoro,"45.4658,9.2408",comune|osm,2,TARGET
FAB,FAB,"45.4516,9.1748",comune|osm,2,TARGET
Alcatraz,Alcatraz,"45.4945,9.1826",comune|osm,2,TARGET
Piano Zero,Piano Zero,"45.5136,9.2032",comune|osm,2,TARGET
The View Milano,The View Milano,"45.4649,9.1896",comune|osm,2,TARGET
Camparino in Galleria,Camparino in Galleria,"45.4649,9.1899",comune|osm,2,TARGET
Steven's Bar,Steven's Bar,"45.4195,9.1788",comune|osm,2,TARGET
Bar Internazionale 2,Bar Internazionale 2,"45.4608,9.1328",comune|osm,2,TARGET
Porter House Milano,Porter House Milano,"45.4449,9.1948",comune|osm,2,TARGET
Bar Al 78,Bar Al 78,"45.4576,9.2162",comune|osm,2,TARGET
Puro Milano,Puro Milano,"45.4882,9.1891",comune|osm,2,TARGET
Il Padrino,Il Padrino,"45.4518,9.1757",comune|osm,2,TARGET
Monaco,Monaco,"45.4507,9.1705",comune|osm,2,TARGET
Super Club,Super Club,"45.4504,9.1636",comune|osm,2,TARGET
The Corner,The Corner,"45.4473,9.1547",comune|osm,2,TARGET
1847 Milano,1847 Milano,"45.4507,9.1691",comune|osm,2,TARGET
Il Beerla,Il Beerla,"45.4512,9.1866",comune|osm,2,TARGET
Off/flavour,Off/flavour,"45.4428,9.2124",comune|osm,2,TARGET
Da Giacomo,Da Giacomo,"45.4396,9.2238",comune|osm,2,TARGET
Attimi Bar & Gelateria,Attimi Bar & Gelateria,"45.4689,9.1563",comune|osm,2,TARGET
Gattò,Gattò,"45.4697,9.2150",comune|osm,2,TARGET
Alchimia,Alchimia,"45.4460,9.1807",comune|osm,2,TARGET
Liora,Liora,"45.4469,9.2113",comune|osm,2,TARGET
Pigato,Pigato,"45.4743,9.2095",comune|osm,2,TARGET
Magutt,Magutt,"45.4743,9.2097",comune|osm,2,TARGET
Los Locos,Los Locos,"45.4770,9.1103",comune|osm,2,TARGET
Labriola,Labriola,"45.4989,9.1019",comune|osm,2,TARGET
Sun Strac,Sun Strac,"45.4651,9.2646",comune|osm,2,TARGET
Colorado,Colorado,"45.5003,9.1300",comune|osm,2,TARGET
Cascina Martesana,Cascina Martesana,"45.5034,9.2292",comune|osm,2,TARGET
Bar Piccolo,Bar Piccolo,"45.4720,9.1824",comune|osm,2,TARGET
La Chiesetta,La Chiesetta,"45.4817,9.1728",comune|osm,2,TARGET
Birrificio La Ribalta,Birrificio La Ribalta,"45.5070,9.1732",comune|osm,2,TARGET
Justme Milano,Justme Milano,"45.4731,9.1729",comune|osm,2,TARGET
Old Fashion,Old Fashion,"45.4729,9.1736",comune|osm,2,TARGET
Circolo ex Combattenti e Reduci,Circolo ex Combattenti e Reduci,"45.4817,9.1817",comune|osm,2,TARGET
Bistro Cortile,Bistro Cortile,"45.4526,9.1638",comune|osm,2,TARGET
Chiosco Giò,Chiosco Giò,"45.4713,9.1742",comune|osm,2,TARGET
Gianni Saporito,Gianni Saporito,"45.4661,9.1549",comune|osm,2,TARGET
Luca Loco,Luca Loco,"45.4601,9.1493",comune|osm,2,TARGET
Bar Mercurio,Bar Mercurio | Mercurio,"45.4628,9.1886",osm|thefork,2,TARGET
Cube,Cube,"45.4785,9.1882",osm|thefork,2,TARGET
Chateau Dufan,Chateau Dufan | Chateau dufan,"45.4820,9.1812",osm|thefork,2,TARGET
Bistrot 66,Bistrot 66 | Bistrot66,"45.4813,9.1667",osm|thefork,2,TARGET
Duomo dal 1952,Duomo dal 1952,"45.4761,9.1714",osm|thefork,2,TARGET
Vertigo Osteria contemporanea e bar,Vertigo Osteria contemporanea e bar | Vertigo Osteria Contemporanea,"45.4813,9.1885",osm|thefork,2,TARGET
Rita caffetteria,Rita caffetteria,"45.5085,9.1866",osm,2,TARGET
DaTe Bistrot,DaTe Bistrot | DA TE BISTROT,"45.4807,9.1888",osm|thefork,2,TARGET
Motta,Motta,"45.4649,9.1902",osm,2,TARGET
Il salotto di Milano,Il salotto di Milano | Il Salotto di Milano,"45.4661,9.1902",osm|thefork,2,TARGET
Camelia's Yard,Camelia's Yard | Camelia´s Yard Milano social Bistrot,"45.4767,9.1967",osm|thefork,2,TARGET
