canonical_name,all_variants,geo_key,source_provenance,cluster_size,target_classification
Bar Tiffany,Bar Tiffany,"45.4516,9.1868",comune_milano|osm,2,TARGET
Evolution,Evolution,"45.5016,9.2286",comune_milano|osm,2,TARGET
Traffic Lights,Traffic Lights,"45.5000,9.2211",comune_milano|osm,2,TARGET
Da Giordano il Bolognese,Da Giordano il Bolognese,"45.4582,9.1773",comune_milano|thefork,2,NO_TARGET
Bar Lucia,Bar Lucia,"45.5139,9.1735",comune_milano|osm,2,TARGET
Petit Bistrot,Petit Bistrot,"45.4667,9.1811",comune_milano|osm,2,AMBIGUOUS
Pitea,Pitea,"45.4675,9.2133",comune_milano,2,NO_TARGET
Golden Cafè,Golden Cafè,"45.4678,9.2046",comune_milano|osm,2,TARGET
Associazione Salumi e Vini Naturali,Associazione Salumi e Vini Naturali,"45.4736,9.1834",comune_milano,2,NO_TARGET
Salumé & Café,Salumé & Café,"45.4615,9.1520",comune_milano|osm,2,TARGET
Bar da Vinci,Bar da Vinci,"45.4486,9.2030",comune_milano|osm,2,TARGET
Caffè Puro,Caffè Puro,"45.4470,9.2045",comune_milano|osm,2,TARGET
Bar Durini,Bar Durini,"45.4637,9.1976",comune_milano|osm,2,TARGET
A'Riccione Terrazza 12,A'Riccione Terrazza 12,"45.4656,9.1983",comune_milano,2,NO_TARGET
La farcita,La farcita,"45.4773,9.2168",comune_milano,2,NO_TARGET
Gran Caffè,Gran Caffè,"45.4579,9.2187",comune_milano|osm,2,TARGET
TaxiBar,TaxiBar,"45.4885,9.1576",comune_milano|osm,2,TARGET
Gran Moka,Gran Moka,"45.5031,9.1934",comune_milano|osm,2,TARGET
Golden Lion,Golden Lion,"45.4845,9.2201",comune_milano|osm,2,TARGET
Bar Sotto Torchio,Bar Sotto Torchio,"45.4605,9.1806",comune_milano|osm,2,TARGET
Osteria Da Fortunata,Osteria Da Fortunata,"45.4777,9.1850",comune_milano,2,NO_TARGET
Bistrot San Marco,Bistrot San Marco,"45.4780,9.1887",comune_milano,2,NO_TARGET
Panfé,Panfé,"45.4576,9.2060",comune_milano|osm,2,TARGET
Rosticceria Palazzi,Rosticceria Palazzi,"45.4793,9.2126",comune_milano,2,NO_TARGET
Bar Monte San Gabriele,Bar Monte San Gabriele,"45.5049,9.2233",comune_milano|osm,2,TARGET
Bottega dei Pasticci,Bottega dei Pasticci,"45.4528,9.1445",comune_milano|osm,2,AMBIGUOUS
Hygge,Hygge,"45.4584,9.1766",comune_milano|osm,2,AMBIGUOUS
Porpora,Porpora,"45.4862,9.2246",comune_milano|osm,2,AMBIGUOUS
Good Time Cafe,Good Time Cafe,"45.4812,9.1727",comune_milano|osm,2,TARGET
Scaring,Scaring,"45.4908,9.2183",comune_milano|osm,2,AMBIGUOUS
Sempione 49,Sempione 49,"45.4818,9.1636",comune_milano|osm,2,TARGET
Lazy Tom's Cafe,Lazy Tom's Cafe,"45.4845,9.1587",comune_milano|osm,2,TARGET
Green Chilli,Green Chilli,"45.4943,9.1865",comune_milano|thefork,2,NO_TARGET
ToRakini Cafè,ToRakini Cafè,"45.4463,9.1638",comune_milano|osm,2,TARGET
Bar d'Este,Bar d'Este,"45.4523,9.1944",comune_milano|osm,2,TARGET
Il Caffè della Terra di P.ta Romana,Il Caffè della Terra di P.ta Romana,"45.4563,9.1950",comune_milano|osm,2,TARGET
Now,Now,"45.4531,9.1895",comune_milano|osm,2,AMBIGUOUS
Bar Durante,Bar Durante,"45.4897,9.2238",comune_milano|osm,2,TARGET
matanē - Wagner,Matanè | matanē - Wagner,"45.4685,9.1558",comune_milano|thefork,2,NO_TARGET
CITRIX,CITRIX,"45.4820,9.2298",comune_milano|osm,2,TARGET
Feel Bar,Feel Bar,"45.4837,9.1986",comune_milano|osm,2,TARGET
Il Principe,Il Principe,"45.4480,9.1769",comune_milano,2,NO_TARGET
La Tartina,La Tartina,"45.4715,9.1848",comune_milano,2,NO_TARGET
Le Regioni,Ristorante Le Regioni | Le Regioni,"45.4867,9.1885",comune_milano|thefork,2,NO_TARGET
Cris Bar,Cris Bar,"45.4972,9.1311",comune_milano|osm,2,TARGET
Bar Manu,Bar Manu,"45.4866,9.2238",comune_milano|osm,2,TARGET
Caruso Nuovo,Caruso Nuovo,"45.4701,9.1925",comune_milano|thefork,2,NO_TARGET
Bar Loreto Uno Tabacchi,Bar Loreto Uno Tabacchi,"45.4879,9.2170",comune_milano|osm,2,TARGET
Caffe meda 14,Caffe meda 14,"45.4448,9.1790",comune_milano|osm,2,TARGET
Bar Sangiorgio,Bar Sangiorgio,"45.4760,9.1665",comune_milano|osm,2,TARGET
Caffetteria Tabacchi Sant'Ambrogio,Caffetteria Tabacchi Sant'Ambrogio,"45.4709,9.2374",comune_milano|osm,2,TARGET
Mediterranea,Mediterranea,"45.4833,9.2099",comune_milano,2,NO_TARGET
Sale Rosaq,Sale Rosaq,"45.4439,9.1552",comune_milano,2,NO_TARGET
Il Paquito,Il Paquito,"45.4408,9.1806",comune_milano,2,NO_TARGET
La Scarpetta,La Scarpetta,"45.4674,9.1469",comune_milano,2,NO_TARGET
Riad Marrakech,Riad Marrakech,"45.5004,9.1394",comune_milano,2,NO_TARGET
Levante,Levante,"45.4343,9.2236",comune_milano|osm,2,TARGET
Osteria del binari,Osteria del binari,"45.4539,9.1689",comune_milano,2,NO_TARGET
La locanda del gatto rosso,La locanda del gatto rosso,"45.4671,9.1931",comune_milano|osm,2,TARGET
Time Out,Time Out,"45.4864,9.1591",comune_milano|osm,2,AMBIGUOUS
ZOG,ZOG,"45.4514,9.1740",comune_milano|osm,2,TARGET
Torrefazione,Torrefazione,"45.4551,9.2159",comune_milano|osm,2,TARGET
Al Dente,Al Dente,"45.4674,9.1860",comune_milano,2,NO_TARGET
La Mandorla,La Mandorla,"45.4841,9.1978",comune_milano|thefork,2,NO_TARGET
Caffetteria Etros Lounge bar,Caffetteria Etros Lounge bar,"45.4503,9.2121",comune_milano|osm,2,TARGET
Leonardo Bistrot,Leonardo Bistrot,"45.4657,9.1692",comune_milano|osm,2,TARGET
Momus,Momus,"45.4863,9.1645",comune_milano|osm,2,TARGET
Prince Cafè,Prince Cafè,"45.4488,9.1775",comune_milano|osm,2,TARGET
Pokerbar,Pokerbar,"45.4626,9.1948",comune_milano|osm,2,TARGET
Bar Settembrini,Bar Settembrini,"45.4832,9.2073",comune_milano|osm,2,TARGET
Divino,Divino,"45.4352,9.1838",comune_milano|osm,2,TARGET
Caffè Dante,Caffè Dante,"45.4673,9.1833",comune_milano|osm,2,AMBIGUOUS
Choice Cafe,Choice Cafe,"45.4894,9.1855",comune_milano|osm,2,TARGET
Kape Bar,Kape Bar,"45.4877,9.2301",comune_milano|osm,2,TARGET
Acquabella Bistrot,Acquabella | Acquabella Bistrot,"45.4686,9.2301",comune_milano|thefork,2,NO_TARGET
La Muccaccia,La Muccaccia,"45.4456,9.1768",comune_milano|thefork,2,NO_TARGET
Luna Rossa,Luna Rossa,"45.4478,9.1306",comune_milano,2,NO_TARGET
Spore,Spore,"45.4485,9.2077",comune_milano,2,NO_TARGET
Caffè Liberty,Caffè Liberty,"45.4834,9.2108",comune_milano|osm,2,TARGET
Bar Fara,Bar Fara,"45.4824,9.1979",comune_milano|osm,2,TARGET
Caffè su e giù,Caffè su e giù,"45.4825,9.1846",comune_milano|osm,2,AMBIGUOUS
Jade Café,Jade Café,"45.4625,9.1926",comune_milano|osm,2,TARGET
Caffè Olimpia,Caffè Olimpia,"45.4688,9.1826",comune_milano|osm,2,TARGET
Auditorium caffe,Auditorium caffe,"45.4469,9.1793",comune_milano|osm,2,TARGET
Bar 999,Bar 999,"45.4442,9.1790",comune_milano|osm,2,TARGET
Cori,Cori,"45.4472,9.1787",comune_milano,2,NO_TARGET
Vintage cafè,Vintage cafè,"45.4472,9.1797",comune_milano|osm,2,TARGET
Mabuhay Restaurant Tibaldi Milan - Filipino Japanese Cuisine,Mabuhay | Mabuhay Restaurant Tibaldi Milan - Filipino Japanese Cuisine,"45.4434,9.1772",comune_milano|thefork,2,NO_TARGET
Birtos,Birtos,"45.4438,9.1776",comune_milano|osm,2,TARGET
Dragon Kitchen Foldi,Dragon Kitchen Foldi,"45.4619,9.2120",comune_milano,2,NO_TARGET
Cafè Real,Cafè Real,"45.4621,9.2142",comune_milano|osm,2,TARGET
Gil Cafè,Gil Cafè,"45.4544,9.2456",comune_milano|osm,2,TARGET
Bar Chicken Ravioli,Bar Chicken Ravioli,"45.4871,9.2032",comune_milano|osm,2,TARGET
Coco,Coco,"45.4905,9.2059",comune_milano,2,NO_TARGET
Puglia Mia Milano Braceria e Bottega,Puglia Mia | Puglia Mia Milano Braceria e Bottega,"45.4591,9.1815",comune_milano|thefork,2,NO_TARGET
Bar Tabacchi Maciachini,Bar Tabacchi Maciachini,"45.4984,9.1867",comune_milano|osm,2,TARGET
Stefano,Stefano,"45.4417,9.1536",comune_milano|osm,2,TARGET
Dcl Cetty Jumpy,Dcl Cetty Jumpy,"45.4381,9.1535",comune_milano|osm,2,TARGET
Yu-Zu,Yu-Zu,"45.4501,9.2069",comune_milano,2,NO_TARGET
bar paradiso,bar paradiso,"45.4523,9.2089",comune_milano|osm,2,TARGET
AnticCùccá,AnticCùccá,"45.4658,9.1804",comune_milano|osm,2,TARGET
San Giovanni 2,San Giovanni 2,"45.4440,9.2165",comune_milano,2,NO_TARGET
Il Tavolino,Il Tavolino,"45.4841,9.1984",comune_milano|thefork,2,NO_TARGET
La Dolce Vita,La Dolce Vita,"45.4566,9.1999",comune_milano|osm,2,TARGET
Le Bollicine,Le Bollicine,"45.4789,9.1925",comune_milano|osm,2,TARGET
Bar fortuna,Bar fortuna,"45.5086,9.2013",comune_milano|osm,2,TARGET
Pink Bar,Pink Bar,"45.4791,9.1845",comune_milano|osm,2,TARGET
Al Solito Posto,Al Solito Posto,"45.4803,9.1830",comune_milano|osm,2,TARGET
Bar Girasole,Bar Girasole,"45.5109,9.2027",comune_milano|osm,2,TARGET
Al 93,Al 93,"45.4494,9.1647",comune_milano|osm,2,TARGET
Vintage Cafè,Vintage Cafè,"45.4892,9.1916",comune_milano|osm,2,AMBIGUOUS
Bar Nilo,Bar Nilo,"45.4889,9.1943",comune_milano|osm,2,TARGET
Bar Memory,Bar Memory,"45.4910,9.1955",comune_milano|osm,2,TARGET
Bar Sassetti,Bar Sassetti,"45.4865,9.1939",comune_milano|osm,2,TARGET
Ginza,Ginza,"45.4805,9.1780",comune_milano|osm,2,TARGET
Caffè del Vecchio Stadio,Caffè del Vecchio Stadio,"45.4780,9.1799",comune_milano|osm,2,AMBIGUOUS
Ca del Caffè,Ca del Caffè,"45.4344,9.2367",comune_milano|osm,2,TARGET
Selfie Bar,Selfie Bar,"45.4389,9.2269",comune_milano|osm,2,TARGET
Ramen Sarpi,Ramen Sarpi,"45.4812,9.1748",comune_milano,2,NO_TARGET
Bar Menabrea,Bar Menabrea,"45.4969,9.1857",comune_milano|osm,2,TARGET
Spago cafè,Spago cafè,"45.5040,9.1635",comune_milano,2,NO_TARGET
Bar Tibaldi,Bar Tibaldi,"45.4452,9.1865",comune_milano|osm,2,TARGET
Faro Bistrot,Faro Bistrot,"45.4990,9.1786",comune_milano,2,NO_TARGET
Bar Armony,Bar Armony,"45.4874,9.1688",comune_milano|osm,2,TARGET
Caffè Fernanda,Caffè Fernanda,"45.4723,9.1882",comune_milano|osm,2,AMBIGUOUS
Il Cestino,Ristorante Il Cestino | Il Cestino,"45.4718,9.1855",comune_milano|thefork,2,NO_TARGET
Pandenus,Pandenus,"45.4713,9.1844",comune_milano,2,NO_TARGET
Brother's bar,Brother's bar,"45.4941,9.2061",comune_milano|osm,2,TARGET
Salsamenteria di Parma,Salsamenteria di Parma,"45.4663,9.1954",comune_milano,2,NO_TARGET
Lisa bar,Lisa bar,"45.4339,9.1780",comune_milano|osm,2,TARGET
La baia buia,La baia buia,"45.4361,9.1747",comune_milano|osm,2,TARGET
Milù,Milù,"45.4268,9.1712",comune_milano|osm,2,TARGET
Golden Lion,Golden Lion,"45.4874,9.1682",comune_milano|osm,2,TARGET
Caffè degli Artisti,Caffè degli Artisti,"45.4670,9.1817",comune_milano|thefork,2,NO_TARGET
Alla Toscana...,Alla Toscana | Alla Toscana...,"45.4410,9.2130",comune_milano|thefork,2,NO_TARGET
Sandy Bar,Sandy Bar,"45.4637,9.2077",comune_milano|osm,2,TARGET
Hostaria Romana,Hostaria Romana,"45.4673,9.2073",comune_milano|thefork,2,NO_TARGET
Larky restaurant caffe Milano,Larky restaurant caffe Milano,"45.4665,9.1648",comune_milano,2,NO_TARGET
Shed Bar,Shed Bar,"45.4688,9.1716",comune_milano|osm,2,AMBIGUOUS
Bounty,Bounty,"45.4716,9.1680",comune_milano|osm,2,TARGET
Piccolo Bistrot,Piccolo Bistrot,"45.4830,9.2341",comune_milano|osm,2,TARGET
Bar tabacchi why,Bar tabacchi why,"45.4375,9.2231",comune_milano|osm,2,TARGET
Bar il girasole,Bar il girasole,"45.4373,9.2203",comune_milano|osm,2,TARGET
Madame Cafè,Madame Cafè,"45.4936,9.1806",comune_milano|osm,2,TARGET
Italy Cafè,Italy Cafè,"45.4963,9.1717",comune_milano|osm,2,TARGET
"ENTRATA Vino, Cucina e...","ENTRATA Vino, Cucina e...","45.4557,9.2041",comune_milano,2,NO_TARGET
L'Angolo Gustoso,L'Angolo Gustoso,"45.4533,9.2146",comune_milano|osm,2,TARGET
Garden Café,Garden Café,"45.4966,9.1700",comune_milano|osm,2,TARGET
Caffetteria del Corso,Caffetteria del Corso,"45.4548,9.1721",comune_milano|osm,2,TARGET
La Pobbia,La Pobbia,"45.4960,9.1346",comune_milano,2,NO_TARGET
Angelo Azzurro,Angelo Azzurro,"45.4371,9.1962",comune_milano|osm,2,AMBIGUOUS
Bela Tusa Trattoria,Bela Tusa Trattoria,"45.4886,9.1892",comune_milano|thefork,2,NO_TARGET
Bar trattoria Devoti Domenico,Bar trattoria Devoti Domenico,"45.4414,9.2000",comune_milano|osm,2,AMBIGUOUS
sweet salty & cofee,sweet salty & cofee,"45.5019,9.1758",comune_milano|osm,2,AMBIGUOUS
Officina12,Officina 12 | Officina12,"45.4520,9.1752",comune_milano|thefork,2,NO_TARGET
Jam Bistrò,Jam Bistrò,"45.5079,9.1984",comune_milano|osm,2,TARGET
Acanto,Acanto,"45.4800,9.1972",comune_milano|thefork,2,NO_TARGET
Sweet Cafè,Sweet Cafè,"45.4574,9.1692",comune_milano|osm,2,TARGET
Bar Tabacchi Luce,Bar Tabacchi Luce,"45.4578,9.1682",comune_milano|osm,2,AMBIGUOUS
dal Milanese,dal Milanese,"45.4647,9.2076",comune_milano,2,NO_TARGET
Il caffè ambrosiano,Il caffè ambrosiano,"45.4622,9.2107",comune_milano|osm,2,TARGET
Green Bar,Green Bar,"45.4995,9.1509",comune_milano|osm,2,TARGET
café Binda,café Binda,"45.4409,9.1549",comune_milano|osm,2,TARGET
Bar Vittoria,Bar Vittoria,"45.4616,9.2025",comune_milano|osm,2,TARGET
Art Cafe,Art Cafe,"45.4559,9.1654",comune_milano|osm,2,TARGET
Ripamonti,Ripamonti,"45.4402,9.1997",comune_milano|osm,2,TARGET
La Isla,La Isla,"45.4614,9.2143",comune_milano|osm,2,TARGET
Nassar,Nassar,"45.4585,9.2139",comune_milano,2,NO_TARGET
Cosmai Café,Cosmai Café,"45.4992,9.1653",comune_milano|osm,2,TARGET
CoseNostre,CoseNostre,"45.4518,9.2033",comune_milano,2,NO_TARGET
Bar Murat,Bar Murat,"45.4995,9.1909",comune_milano|osm,2,TARGET
Bar Lisi,Bar Lisi,"45.4387,9.2161",comune_milano|osm,2,TARGET
Niro Meet Bar,Niro Meet Bar,"45.4650,9.1778",comune_milano|osm,2,TARGET
Malia,Malia,"45.4780,9.1613",comune_milano|osm,2,TARGET
Simon's Bar,Simon's Bar,"45.5080,9.1952",comune_milano|osm,2,TARGET
Laumge Cafe,Laumge Cafe,"45.4470,9.1612",comune_milano|osm,2,TARGET
Pan Caffè,Pan Caffè,"45.4845,9.2281",comune_milano|osm,2,TARGET
Toki Cafe,Toki Cafe,"45.4826,9.2297",comune_milano|osm,2,TARGET
Jessica Bar,Jessica Bar,"45.4988,9.2208",comune_milano|osm,2,TARGET
Bar Vitaminas,Bar Vitaminas,"45.5030,9.2274",comune_milano|osm,2,TARGET
Il Doria,Il Doria,"45.4760,9.2184",comune_milano|osm,2,TARGET
Riviera,Riviera,"45.4684,9.2158",comune_milano|osm,2,TARGET
Cafè Caterina,Cafè Caterina,"45.4680,9.1639",comune_milano|osm,2,TARGET
L'Arca,l'Arca | L'Arca,"45.4864,9.1289",comune_milano|thefork,2,NO_TARGET
Bar Giada,Bar Giada,"45.4889,9.2133",comune_milano|osm,2,TARGET
Metropoilitan Cafè,Metropoilitan Cafè,"45.4528,9.1453",comune_milano|osm,2,TARGET
Bar Bottini,Bar Bottini,"45.4840,9.2367",comune_milano|osm,2,TARGET
Bar Lambrate,Bar Lambrate,"45.4824,9.2367",comune_milano|osm,2,TARGET
Bar Solerico,Bar Solerico,"45.4841,9.2369",comune_milano|osm,2,TARGET
jackpot 2,jackpot 2,"45.4834,9.2334",comune_milano|osm,2,TARGET
ApuliaMI,ApuliaMI,"45.4866,9.2384",comune_milano|osm,2,TARGET
Bar Tabacchi Udine,Bar Tabacchi Udine,"45.4911,9.2364",comune_milano|osm,2,TARGET
La Tavernetta da Elio,La Tavernetta da Elio,"45.4727,9.1933",comune_milano,2,NO_TARGET
Bar Caffetteria Club Davide,Bar Caffetteria Club Davide,"45.4361,9.1812",comune_milano|osm,2,TARGET
Prince,Prince,"45.4372,9.1837",comune_milano|osm,2,TARGET
Zero Milano,Zero Milano,"45.4659,9.1662",comune_milano|thefork,2,NO_TARGET
Foppa,Foppa,"45.4567,9.1569",comune_milano|osm,2,TARGET
Red Black,Red Black,"45.4595,9.1569",comune_milano|osm,2,AMBIGUOUS
Crash,Crash,"45.4888,9.2421",comune_milano|osm,2,TARGET
Aquarius Cafè,Aquarius Cafè,"45.4576,9.1608",comune_milano|osm,2,AMBIGUOUS
Pizzeria Pomodorini e Basilico,Pizzeria Pomodorini e Basilico,"45.4513,9.1558",comune_milano,2,NO_TARGET
Harmony Cafè,Harmony Cafè,"45.4540,9.1586",comune_milano|osm,2,TARGET
Cacau Temakeria,Cacau Temakeria,"45.4523,9.1602",comune_milano,2,NO_TARGET
Mandarin 2,Mandarin 2,"45.4802,9.2199",comune_milano,2,NO_TARGET
New Caffè Italiano,New Caffè Italiano,"45.4770,9.2004",comune_milano|osm,2,TARGET
Il Tulipano,Il Tulipano,"45.4414,9.1786",comune_milano|osm,2,AMBIGUOUS
Royal Cafe,Royal Cafe,"45.4752,9.2053",comune_milano|osm,2,TARGET
Fashion Bar,Fashion Bar,"45.4803,9.2026",comune_milano|osm,2,TARGET
Bar Punto di ristoro,Bar Punto di ristoro,"45.4892,9.2322",comune_milano|osm,2,TARGET
B-Time Cafe,B-Time Cafe,"45.4856,9.2349",comune_milano|osm,2,TARGET
Golden Bar,Golden Bar,"45.4853,9.2359",comune_milano|osm,2,TARGET
Grand Cafè & Tre Marie,Grand Cafè & Tre Marie,"45.4718,9.2064",comune_milano|osm,2,AMBIGUOUS
Da Boris il bar di Trenno,Da Boris il bar di Trenno,"45.4927,9.1011",comune_milano|osm,2,AMBIGUOUS
Bar Chez Yvonne,Bar Chez Yvonne,"45.4511,9.2005",comune_milano|osm,2,TARGET
Small Café,Small Café,"45.4940,9.1849",comune_milano|osm,2,TARGET
Caffe Tabacchi Milani,Caffe Tabacchi Milani,"45.4937,9.1848",comune_milano|osm,2,TARGET
Ribs and beer,Ribs and beer,"45.4811,9.2452",comune_milano,2,NO_TARGET
Caffè La Piazzetta,Caffè La Piazzetta,"45.4803,9.2116",comune_milano|osm,2,TARGET
Fusho,Fusho,"45.4797,9.2117",comune_milano,2,NO_TARGET
Luna Rossa,Luna Rossa,"45.5058,9.2285",comune_milano|osm,2,TARGET
Barrito,Barrito,"45.5053,9.2221",comune_milano|osm,2,AMBIGUOUS
Peter & Pan,Peter & Pan,"45.4408,9.2259",comune_milano|osm,2,TARGET
Il Forno del Sud,Il Forno del Sud,"45.5003,9.1491",comune_milano,2,NO_TARGET
Berlino,Berlino,"45.4817,9.1996",comune_milano|osm,2,AMBIGUOUS
Bar degli amici,Bar degli amici,"45.4369,9.1582",comune_milano|osm,2,TARGET
Café Il Sogno,Café Il Sogno,"45.4658,9.1452",comune_milano|osm,2,TARGET
Baja Lounge Cafe,Baja Lounge Cafe,"45.4613,9.1416",comune_milano|osm,2,TARGET
Damm A Trà,Damm A Trà,"45.4924,9.1901",comune_milano|osm,2,TARGET
La pizza di Pulcinella,La pizza di Pulcinella,"45.4122,9.1737",comune_milano,2,NO_TARGET
Quadrifoglio,Quadrifoglio,"45.5187,9.1922",comune_milano,2,NO_TARGET
Biga Milano - Isola,Biga Milano | Biga Milano - Isola,"45.4895,9.1875",comune_milano|thefork,2,NO_TARGET
Mille Foglie,Mille Foglie,"45.4370,9.1613",comune_milano|osm,2,TARGET
Pizzeria San Paolo,Pizzeria San Paolo,"45.4576,9.2203",comune_milano,2,NO_TARGET
Gran Caffetteria,Gran Caffetteria,"45.4606,9.1453",comune_milano|osm,2,TARGET
Maison Cafè,Maison Cafè,"45.4604,9.1646",comune_milano|osm,2,AMBIGUOUS
Sweet Coffee Bar,Sweet Coffee Bar,"45.4715,9.1944",comune_milano|osm,2,TARGET
Top Undici,Top Undici,"45.4670,9.1969",comune_milano|osm,2,AMBIGUOUS
Caffè al 91,Caffè al 91,"45.5005,9.2412",comune_milano|osm,2,TARGET
Manco a Parigi,Manco a Parigi,"45.4989,9.2391",comune_milano|osm,2,TARGET
Pretty Pub,Pretty Pub,"45.4985,9.2350",comune_milano|osm,2,TARGET
La rosa blu,La rosa blu,"45.4974,9.2315",comune_milano|osm,2,TARGET
Gold Finch,Gold Finch,"45.5013,9.2366",comune_milano|osm,2,TARGET
I disperati,I disperati,"45.5057,9.2339",comune_milano|osm,2,TARGET
Leone rossonero,Leone rossonero,"45.5088,9.2363",comune_milano|osm,2,TARGET
Peter Bar,Peter Bar,"45.4606,9.1915",comune_milano|osm,2,TARGET
Chicchi e Grappoli,Chicchi e Grappoli,"45.4606,9.0952",comune_milano|osm,2,TARGET
Way Tao Restaurant/La via del gusto,way tao | Way Tao Restaurant/La via del gusto,"45.4520,9.1840",comune_milano|thefork,2,NO_TARGET
Campoverde,Campoverde,"45.4047,9.1720",comune_milano|osm,2,TARGET
Eroica caffè,Eroica caffè,"45.4477,9.1811",comune_milano|osm,2,TARGET
Il Grissino,Il Grissino,"45.4598,9.1313",comune_milano,2,NO_TARGET
Milionario,Milionario,"45.4954,9.2197",comune_milano|osm,2,TARGET
Caffè Villa,Caffè Villa,"45.5178,9.2260",comune_milano|osm,2,AMBIGUOUS
Bar Siena,Bar Siena,"45.4657,9.1366",comune_milano|osm,2,TARGET
Eatme&Go,Eatme&Go,"45.4609,9.1847",comune_milano|osm,2,AMBIGUOUS
Come 'na vorta,Come 'na vorta,"45.4608,9.1828",comune_milano,2,NO_TARGET
Milanese Cafè,Milanese Cafè,"45.4730,9.1951",comune_milano,2,NO_TARGET
Cheers Pub,Cheers Pub,"45.4887,9.2255",comune_milano|osm,2,TARGET
Miao Miao Bar,Miao Miao Bar,"45.5056,9.2333",comune_milano|osm,2,TARGET
Bar Mondo,Bar Mondo,"45.5069,9.2298",comune_milano|osm,2,TARGET
Kape,Kape,"45.4548,9.1525",comune_milano|osm,2,AMBIGUOUS
Flow,Flow,"45.4631,9.1827",comune_milano,2,NO_TARGET
Bar Baldassarre,Bar Baldassarre,"45.4819,9.2036",comune_milano|osm,2,AMBIGUOUS
Green Garden,Green Garden,"45.4820,9.2013",comune_milano|osm,2,TARGET
Senzanome,Senzanome,"45.4815,9.2055",comune_milano|osm,2,TARGET
Il Mosto Selvatico,Il Mosto Selvatico,"45.4580,9.1720",comune_milano|thefork,2,NO_TARGET
Forno antico,Forno Antico | Forno antico,"45.4621,9.2330",comune_milano|thefork,2,NO_TARGET
Bar Caffé Ottolina,Bar Caffé Ottolina,"45.5057,9.2374",comune_milano|osm,2,TARGET
Miss Peach,Miss Peach,"45.4646,9.2082",comune_milano|osm,2,TARGET
Erbert,Erbert,"45.4583,9.1846",comune_milano,2,NO_TARGET
Ristorante Bel Sit,Bel Sit | Ristorante Bel Sit,"45.4332,9.1498",comune_milano|thefork,2,NO_TARGET
Bar Bellini,Bar Bellini,"45.5031,9.2412",comune_milano|osm,2,TARGET
La battagliera,La battagliera,"45.4963,9.2368",comune_milano|osm,2,TARGET
Bar Duomo,Bar Duomo,"45.4639,9.1933",comune_milano|osm,2,TARGET
Jet Cafè,Jet Cafè,"45.4712,9.2366",comune_milano|osm,2,TARGET
La Scarpetta Ristorante & Pizzeria,La Scarpetta | La Scarpetta Ristorante & Pizzeria,"45.4728,9.2325",comune_milano|thefork,2,NO_TARGET
Il baretto,Il baretto,"45.4456,9.1282",comune_milano|osm,2,TARGET
Bar Leoncavallo,Bar Leoncavallo,"45.4904,9.2247",comune_milano|osm,2,AMBIGUOUS
Bar David,Bar David,"45.4921,9.2161",comune_milano|osm,2,TARGET
Roxy Bar,Roxy Bar,"45.4522,9.1541",comune_milano|osm,2,TARGET
Art Cafe,Art Cafe,"45.4728,9.2313",comune_milano|osm,2,TARGET
Pizzium - Via Buonarroti,Pizzium | Pizzium - Via Buonarroti,"45.4673,9.1549",comune_milano|thefork,2,NO_TARGET
Caffè Tenconi,Caffè Tenconi,"45.4708,9.1543",comune_milano|osm,2,TARGET
Mamma natura,Mamma natura,"45.4929,9.2361",comune_milano,2,NO_TARGET
Shizen,Shizen,"45.4617,9.2213",comune_milano,2,NO_TARGET
Atlasfoyer,Atlasfoyer,"45.4792,9.2175",comune_milano,2,NO_TARGET
Crocca - Milano Via Plinio,⁠⁠CROCCA | Crocca - Milano Via Plinio,"45.4752,9.2205",comune_milano|thefork,2,NO_TARGET
Bar Mida,Bar Mida,"45.4733,9.2282",comune_milano|osm,2,AMBIGUOUS
Armonia Cafè,Armonia Cafè,"45.4677,9.2285",comune_milano|osm,2,TARGET
Bar Tabacchi - Ghirlandaio,Bar Tabacchi - Ghirlandaio,"45.4670,9.1468",comune_milano|osm,2,AMBIGUOUS
Van Bol & Feste,Van Bol & Feste,"45.4681,9.1815",comune_milano|osm,2,AMBIGUOUS
Torrefazione Vecchia Milano,Torrefazione Vecchia Milano,"45.4436,9.2164",comune_milano|osm,2,AMBIGUOUS
Bar Laura,Bar Laura,"45.4915,9.2185",comune_milano|osm,2,TARGET
Osteria Birreria Tri Ciucc (solo servizio ristorante),Tri Ciucc | Osteria Birreria Tri Ciucc (solo servizio ristorante),"45.5062,9.2320",comune_milano|thefork,2,NO_TARGET
Mezè,Mezè,"45.4659,9.2104",comune_milano,2,NO_TARGET
Piedra del Sol,Ristorante La Piedra del Sol | Piedra del Sol,"45.4820,9.1968",comune_milano|thefork,2,NO_TARGET
Un Posto a Milano,Un posto a Milano | Un Posto a Milano,"45.4511,9.2115",comune_milano|thefork,2,NO_TARGET
Bar Tiffany,Bar Tiffany,"45.5126,9.2221",comune_milano|osm,2,TARGET
"Il Lughino, come Natura Insegna (Viale Solferino)","Il Lughino | Il Lughino, come Natura Insegna (Viale Solferino)","45.4741,9.1873",comune_milano|thefork,2,NO_TARGET
Vineria di Via Stradella,Vineria di via Stradella | Vineria di Via Stradella,"45.4783,9.2156",comune_milano|thefork,2,NO_TARGET
Conny &…,Conny &…,"45.5039,9.1662",comune_milano|osm,2,TARGET
